repo_full_name,issue_number,title,state,user_login,created_at,updated_at,closed_at,comments,labels,is_pull_request
facebook/react,35618,[DevTools] Fix: Trace Updates incorrectly highlights components when filtered parent re-mounts them,open,youaresoyoung,2026-01-23T22:38:30Z,2026-01-24T06:09:33Z,,0,"[""CLA Signed""]",True
facebook/react,35617,[repo] init claude config,closed,rickhanlonii,2026-01-23T21:58:07Z,2026-01-24T01:16:17Z,2026-01-24T01:16:08Z,1,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35616,"Fix typos: occured->occurred, teh->the, accomodate->accommodate",open,bodhisilberling,2026-01-23T19:00:43Z,2026-01-23T19:00:49Z,,0,"[""CLA Signed""]",True
facebook/react,35615,"[compiler] snap fails if nothing compiled, unless @expectNothingCompiled",closed,josephsavona,2026-01-23T18:32:55Z,2026-01-23T18:38:42Z,2026-01-23T18:38:41Z,0,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35614,"[compiler] Collapse CompilerError.{invariant,simpleInvariant}",closed,josephsavona,2026-01-23T18:24:06Z,2026-01-23T19:07:12Z,2026-01-23T19:07:12Z,0,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35613,[Compiler Bug]: Expected memoization doesn't happen if multiple factors come into play,closed,JonasDoe,2026-01-23T18:14:29Z,2026-01-23T18:23:46Z,2026-01-23T18:23:46Z,1,"[""Type: Bug"", ""Status: Unconfirmed""]",False
facebook/react,35612,[Flight] Fix stack overflow in `visitAsyncNode` with deep async chains,closed,unstubbable,2026-01-23T15:50:16Z,2026-02-05T15:08:19Z,2026-02-04T18:43:24Z,1,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35611,[Flight] Iterative version of visitAsyncNode,open,eps1lon,2026-01-23T14:54:19Z,2026-02-08T16:32:23Z,,1,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35610,Gitignore local Claude files,closed,eps1lon,2026-01-23T14:51:40Z,2026-01-23T22:04:42Z,2026-01-23T15:30:09Z,1,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35609,Fix ReDoS vulnerability in Firefox stack trace parser (#35490),open,aarushdubey,2026-01-23T11:27:52Z,2026-01-23T12:09:16Z,,2,"[""CLA Signed""]",True
facebook/react,35608,docs(reconciler): document removal of flushSync and migration path,open,whoistausif,2026-01-23T09:21:22Z,2026-01-23T09:21:28Z,,1,[],True
facebook/react,35607,[compiler][wip] Support `finally` clauses,open,josephsavona,2026-01-23T00:59:48Z,2026-01-23T19:08:03Z,,0,"[""CLA Signed"", ""React Core Team""]",True
golang/go,77296,proposal: unicode/utf8: use generics for DecodeRune and others,closed,aymanbagabas,2026-01-23T23:59:16Z,2026-01-26T16:41:57Z,2026-01-24T00:16:27Z,4,"[""Proposal""]",False
golang/go,77295,x/build: gomote: aix-ppc64 gomote has incorrect GOROOT_BOOTSTRAP,open,ianlancetaylor,2026-01-23T23:30:45Z,2026-01-26T20:11:54Z,,5,"[""Builders"", ""NeedsInvestigation""]",False
golang/go,77294,crypto/tls: cap lifetime of authentication in TLS 1.3,open,FiloSottile,2026-01-23T23:16:29Z,2026-01-24T08:06:02Z,,4,"[""NeedsFix"", ""LibraryProposal""]",False
golang/go,77293,crypto/tls: add identity freshness on server resumption,open,rbqvq,2026-01-23T21:08:38Z,2026-01-24T08:12:43Z,,18,[],True
golang/go,77292,runtime: TestBigGOMAXPROCS failures,open,gopherbot,2026-01-23T19:01:07Z,2026-02-05T17:22:51Z,,2,"[""NeedsInvestigation"", ""compiler/runtime""]",False
golang/go,77291,"cmd/compile/internal/types: bus error compiling ""reflect""",closed,gopherbot,2026-01-23T18:00:51Z,2026-02-09T20:50:22Z,2026-02-09T20:50:22Z,3,"[""NeedsInvestigation"", ""Tools"", ""compiler/runtime""]",False
golang/go,77290,cmd/link: incorrect `adrp` offset,closed,abarisani,2026-01-23T17:08:20Z,2026-01-23T23:05:20Z,2026-01-23T17:40:05Z,3,"[""compiler/runtime"", ""BugReport""]",False
