repo_full_name,issue_number,title,state,user_login,created_at,updated_at,closed_at,comments,labels,is_pull_request
facebook/react,35674,I added a test that asserts malformed profiling operations do not throw and that errors/warnings are logged,open,apoorvgarewal07,2026-02-02T19:50:39Z,2026-02-11T04:57:42Z,,5,"[""CLA Signed""]",True
facebook/react,35673,[compiler] Handle sequential optionals,open,josephsavona,2026-02-02T17:35:14Z,2026-02-08T16:31:49Z,,0,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35672,[DevTools] Fix commit index reset when switching profiler roots,closed,hoxyq,2026-02-02T15:21:58Z,2026-02-03T12:44:09Z,2026-02-03T12:44:06Z,1,"[""CLA Signed""]",True
facebook/react,35671,[advertisement],closed,netatall,2026-02-02T12:03:55Z,2026-02-02T17:04:05Z,2026-02-02T12:26:33Z,0,[],False
facebook/react,35670,fix: properly remove event listeners in component unmount to prevent memory leaks,open,ZIRUL-0902,2026-02-02T08:07:22Z,2026-02-02T08:30:00Z,,3,"[""CLA Signed""]",True
golang/go,77413,runtime: netpollinit() incorrectly prints the error from `linux.Eventfd` [1.25 backport],open,gopherbot,2026-02-02T21:28:22Z,2026-02-04T17:27:04Z,,1,"[""CherryPickApproved"", ""compiler/runtime""]",False
golang/go,77412,runtime: netpollinit() incorrectly prints the error from `linux.Eventfd` [1.24 backport],closed,gopherbot,2026-02-02T21:28:21Z,2026-02-11T15:04:39Z,2026-02-11T14:58:37Z,2,"[""compiler/runtime""]",False
golang/go,77411,net: consistent all.bash failure on stock FreeBSD 15,open,siebenmann,2026-02-02T17:53:35Z,2026-02-06T04:52:53Z,,17,"[""OS-FreeBSD"", ""NeedsInvestigation"", ""BugReport""]",False
golang/go,77410,cmd/go: env fails at tip,closed,pjweinb,2026-02-02T16:10:27Z,2026-02-06T14:53:23Z,2026-02-06T14:53:23Z,5,"[""NeedsInvestigation"", ""BugReport""]",False
golang/go,77409,x/vuln: slow notification for vulnerabilities fixed in go1.25.6 and go1.24.12,open,AGWA,2026-02-02T14:09:10Z,2026-02-02T15:51:54Z,,2,"[""NeedsInvestigation"", ""vulncheck or vulndb""]",False
