repo_full_name,pr_number,title,state,user_login,created_at,updated_at,closed_at,merged_at,draft,comments,review_comments,labels
facebook/react,35474,Fix: Attach custom element event listeners during hydration,open,Omcodes23,2026-01-09T15:40:54Z,2026-01-22T10:45:30Z,,,False,0,0,"[""CLA Signed""]"
facebook/react,35473,Implement react-server-dom-rspack,open,SyMind,2026-01-09T12:23:57Z,2026-02-04T03:25:13Z,,,False,0,0,"[""CLA Signed""]"
facebook/react,35472,docs(reconciler): document removal of flushSync for custom renderers,open,pranamya123,2026-01-09T04:25:34Z,2026-01-09T05:18:20Z,,,False,0,0,"[""CLA Signed""]"
golang/go,77139,cmd/go/internal/work: doc comment and minor cleanup,open,jjpinto,2026-01-09T16:24:22Z,2026-01-09T16:33:02Z,,,False,0,0,[]
golang/go,77138,cmd/link/internal/loadpe: fix error message for symbol index validation,open,jjpinto,2026-01-09T15:29:59Z,2026-01-21T04:58:58Z,,,False,0,0,[]
langchain-ai/langchain,34692,feat(langchain): add `state` to `_ModelRequestOverrides`,closed,mdrxy,2026-01-09T23:25:47Z,2026-01-22T21:15:26Z,2026-01-09T23:28:24Z,2026-01-09T23:28:24Z,False,0,0,"[""langchain"", ""feature"", ""internal""]"
langchain-ai/langchain,34691,chore: ban relative imports on all packages,closed,mdrxy,2026-01-09T21:29:31Z,2026-01-22T21:15:27Z,2026-01-09T22:02:25Z,2026-01-09T22:02:25Z,False,0,0,"[""integration"", ""infra"", ""text-splitters"", ""dependencies"", ""cli"", ""langchain-classic"", ""model-profiles"", ""anthropic"", ""chroma"", ""deepseek"", ""exa"", ""fireworks"", ""groq"", ""huggingface"", ""mistralai"", ""nomic"", ""ollama"", ""openai"", ""perplexity"", ""prompty"", ""qdrant"", ""xai"", ""internal""]"
langchain-ai/langchain,34688,release(core): 0.3.82,closed,mdrxy,2026-01-09T18:18:35Z,2026-01-22T21:15:29Z,2026-01-09T18:30:14Z,2026-01-09T18:30:14Z,False,0,0,"[""core"", ""release"", ""dependencies"", ""internal""]"
langchain-ai/langchain,34687,fix(core): defer persisting traces for iterator inputs,closed,mdrxy,2026-01-09T18:10:12Z,2026-01-22T21:15:31Z,2026-01-09T18:17:28Z,2026-01-09T18:17:28Z,False,0,0,"[""core"", ""fix"", ""internal""]"
langchain-ai/langchain,34686,feat(core): add `usage_metadata` to metadata in `LangChainTracer`,closed,mdrxy,2026-01-09T18:03:09Z,2026-01-22T21:15:32Z,2026-01-09T18:08:52Z,2026-01-09T18:08:52Z,False,0,0,"[""core"", ""internal""]"
