repo_full_name,pr_number,title,state,user_login,created_at,updated_at,closed_at,merged_at,draft,comments,review_comments,labels
apache/spark,53899,[SPARK-55106][SS] Add Repartition Integration test for TransformWithState Operators,closed,zifeif2,2026-01-21T22:09:39Z,2026-02-03T19:38:44Z,2026-02-03T19:38:44Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING""]"
apache/spark,53898,[SPARK-55121][PYTHON][SS] Add DataStreamReader.name() to Classic PySpark,closed,ericm-db,2026-01-21T21:54:53Z,2026-01-23T18:08:37Z,2026-01-23T18:08:37Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING"", ""PYTHON""]"
apache/spark,53897,[SPARK-55120][K8S] Change driver/executor uuid to be val instead of def,open,vjanelle,2026-01-21T21:26:52Z,2026-01-30T07:39:13Z,,,True,0,0,"[""KUBERNETES""]"
apache/spark,53896,[MINOR][KUBERNETES] Change driver/executor uuid to be val instead of def,closed,vjanelle,2026-01-21T21:18:02Z,2026-01-21T21:25:20Z,2026-01-21T21:25:20Z,,False,0,0,"[""KUBERNETES""]"
apache/spark,53895,[SPARK-54941][PYTHON][TESTS][FOLLOW-UP] pa.scalar type coercion non-numerical,closed,fangchenli,2026-01-21T21:01:41Z,2026-01-22T01:28:07Z,2026-01-22T01:27:43Z,,False,0,0,"[""CORE"", ""PYTHON""]"
apache/spark,53894,[SPARK-55119][SQL] Fix Continue Handler: prevent INTERNAL_ERROR and incorrect conditional statements interruption,closed,miland-db,2026-01-21T20:30:42Z,2026-01-28T12:41:20Z,2026-01-28T12:41:20Z,,False,0,0,"[""SQL""]"
apache/spark,53893,[SPARK-54942][PYTHON][TESTS][FOLLOWUP] Add non-numerical type cast tests for PyArrow,closed,Yicong-Huang,2026-01-21T20:18:01Z,2026-01-23T19:23:44Z,2026-01-22T08:31:32Z,,False,0,0,"[""BUILD"", ""CORE"", ""PYTHON""]"
apache/spark,53892,[SPARK-55115][INFRA] Auto-detect Java version in release scripts,closed,cloud-fan,2026-01-21T18:40:35Z,2026-01-22T03:37:53Z,2026-01-22T03:37:52Z,,True,0,0,"[""BUILD"", ""INFRA""]"
apache/spark,53891,[SPARK-55115][INFRA] Install both Java 8 and Java 17 in release Docker image,closed,cloud-fan,2026-01-21T18:34:23Z,2026-01-22T03:37:43Z,2026-01-22T03:37:43Z,,True,0,0,"[""BUILD"", ""INFRA""]"
apache/spark,53890,[SPARK-55115][INFRA] Use master branch's base Dockerfile for release builds,closed,cloud-fan,2026-01-21T18:34:08Z,2026-01-23T09:50:15Z,2026-01-23T09:50:15Z,,False,0,0,"[""INFRA""]"
apache/spark,53889,[SPARK-55118][CORE] Replace ASM Opcodes wildcard imports,closed,fangchenli,2026-01-21T18:18:24Z,2026-01-28T01:20:46Z,2026-01-28T01:20:46Z,,False,0,0,"[""CORE""]"
apache/spark,53888,[SPARK-XXXXX] Install both Java 8 and Java 17 in release Docker image,closed,cloud-fan,2026-01-21T18:17:26Z,2026-01-21T18:32:48Z,2026-01-21T18:32:32Z,,False,0,0,"[""BUILD"", ""INFRA""]"
apache/spark,53887,[SPARK-55117] [SQL] `EventTimeWatermark` should be resolved when referencing recursive type,closed,mihailoale-db,2026-01-21T17:27:38Z,2026-01-22T08:31:31Z,2026-01-22T08:31:31Z,,False,0,0,"[""SQL""]"
apache/spark,53886,[SPARK-55116][BUILD] Upgrade Jackson to 2.21.0,closed,LuciferYang,2026-01-21T11:06:15Z,2026-01-22T10:10:37Z,2026-01-22T03:03:51Z,,False,0,0,"[""BUILD""]"
apache/spark,53885,[SPARK-55115][INFRA] Use master branch's Dockerfile for release builds,closed,cloud-fan,2026-01-21T09:21:21Z,2026-01-21T18:32:44Z,2026-01-21T18:32:30Z,,True,0,0,"[""INFRA"", ""ai-assisted""]"
apache/spark,53884,[SPARK-55113][SQL] `EnsureRequirements` should copy tags,closed,peter-toth,2026-01-21T08:51:25Z,2026-01-22T08:56:21Z,2026-01-22T08:03:50Z,,False,0,0,"[""SQL""]"
apache/spark,53883,[SPARK-55044][SPARK-55088][TESTS][FOLLOW-UP] Add test for passing metadata in arrow batches from JVM to Python,closed,zhengruifeng,2026-01-21T08:50:46Z,2026-01-22T01:02:21Z,2026-01-21T22:08:43Z,,False,0,0,"[""SQL"", ""PYTHON""]"
apache/spark,53882,[SPARK-55112][SQL][TESTS] Add micro-benchmark for `o.a.spark.util.sketch.BloomFilter`,closed,LuciferYang,2026-01-21T07:43:14Z,2026-01-22T10:10:30Z,2026-01-22T04:38:08Z,,False,0,0,"[""SQL""]"
apache/spark,53881,[SPARK-55111][SS] Unfinished repartitioning detection on query restart,closed,micheal-o,2026-01-21T05:22:10Z,2026-01-24T01:19:34Z,2026-01-24T01:19:34Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING""]"
apache/spark,53881,[SPARK-55111][SS] Unfinished repartitioning detection on query restart,closed,micheal-o,2026-01-21T05:22:10Z,2026-01-24T01:19:34Z,2026-01-24T01:19:34Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING""]"
apache/spark,53880,[SPARK-55114][PYTHON][TESTS] Refactor tests for python udf return type coercion,closed,zhengruifeng,2026-01-21T04:33:55Z,2026-01-22T01:16:48Z,2026-01-22T01:16:22Z,,False,0,0,"[""SQL"", ""BUILD"", ""PYTHON""]"
apache/spark,53879,[SPARK-55110][SQL] Order of application of 3 rules changed to achieve idempotency faster,closed,ahshahid,2026-01-21T04:03:19Z,2026-01-26T19:19:03Z,2026-01-26T19:19:03Z,,False,0,0,"[""SQL""]"
apache/spark,53878,[SPARK-54371][SPARK-39959][INFRA][3.5] Pin roxygen2 and pkgdown versions for SparkR doc generation,closed,cloud-fan,2026-01-21T01:01:31Z,2026-01-21T03:44:10Z,2026-01-21T03:44:10Z,,False,0,0,"[""BUILD"", ""INFRA""]"
langchain-ai/langchain,34835,fix(langchain): strip trailing whitespace from the summarization prompt,closed,mdrxy,2026-01-21T22:05:58Z,2026-01-21T22:09:05Z,2026-01-21T22:09:02Z,2026-01-21T22:09:02Z,False,0,0,"[""langchain"", ""fix"", ""internal""]"
langchain-ai/langchain,34834,fix(langchain): improve grammar in `SummarizationMiddleware` system prompt,closed,mdrxy,2026-01-21T21:44:13Z,2026-01-21T22:05:05Z,2026-01-21T22:05:02Z,2026-01-21T22:05:02Z,False,0,0,"[""langchain"", ""fix"", ""internal""]"
langchain-ai/langchain,34833,fix(core): prevent tool call field concatenation in merge_dicts,closed,nathannewyen,2026-01-21T21:18:24Z,2026-02-08T00:03:01Z,2026-02-02T02:10:31Z,,False,0,0,"[""core"", ""fix"", ""external""]"
langchain-ai/langchain,34832,chore(core): relax packaging constraints,closed,eyurtsev,2026-01-21T18:59:38Z,2026-01-21T19:03:39Z,2026-01-21T19:02:35Z,2026-01-21T19:02:35Z,False,0,0,"[""core"", ""infra"", ""dependencies"", ""internal""]"
langchain-ai/langchain,34830,fix(langchain): Auto-detect streaming-friendly structured output in create_agent,closed,jmoreno11,2026-01-21T16:12:39Z,2026-02-02T02:35:34Z,2026-02-02T02:35:34Z,,False,0,0,"[""langchain"", ""fix"", ""external""]"
langchain-ai/langchain,34829,fix(langchain): add MCP Discovery tool for dynamic MCP server discovery,open,dhansuhkumar,2026-01-21T16:10:29Z,2026-01-24T13:54:37Z,,,False,0,0,"[""dependencies"", ""fix"", ""langchain-classic"", ""external""]"
langchain-ai/langchain,34828,fix(text-splitters): reverse replacement order in HTMLSemanticPreserv…,closed,Aditya-creator173,2026-01-21T16:05:34Z,2026-02-02T23:26:32Z,2026-02-02T23:26:32Z,,False,0,0,"[""text-splitters"", ""external""]"
langchain-ai/langchain,34827,feat: enable dynamic tool registration w/ `create_agent`,closed,sydney-runkle,2026-01-21T14:11:30Z,2026-01-22T21:12:20Z,2026-01-22T15:05:39Z,,False,0,0,"[""langchain"", ""feature"", ""internal""]"
docker/compose,13538,fix: warn on Windows when Git Bash mangles volume paths,closed,MaheshThakur9152,2026-01-21T10:49:31Z,2026-01-21T10:59:54Z,2026-01-21T10:59:54Z,,False,0,0,[]
docker/compose,13537,update to go1.25.6,closed,thaJeztah,2026-01-21T10:25:27Z,2026-01-26T08:42:54Z,2026-01-26T08:26:08Z,2026-01-26T08:26:08Z,False,0,0,[]
docker/compose,13535,Dockerfile: update golangci-lint to v2.8.0,closed,thaJeztah,2026-01-21T09:01:14Z,2026-01-21T09:20:46Z,2026-01-21T09:11:02Z,2026-01-21T09:11:02Z,False,0,0,[]
docker/compose,13534,update to go1.24.12,closed,thaJeztah,2026-01-21T08:10:38Z,2026-01-21T08:36:30Z,2026-01-21T08:27:04Z,2026-01-21T08:27:04Z,False,0,0,[]
docker/compose,13533,fsnotify is set in Dockerfile,closed,ndeloof,2026-01-21T07:37:50Z,2026-01-21T07:47:40Z,2026-01-21T07:47:40Z,2026-01-21T07:47:40Z,False,0,0,[]
duckdb/duckdb,20631,Issue #20615: Streaming LAG Underflow,closed,hawkfish,2026-01-21T19:25:41Z,2026-01-22T17:42:20Z,2026-01-22T08:21:38Z,2026-01-22T08:21:38Z,False,0,0,"[""Ready For Review""]"
duckdb/duckdb,20630,"Remove patches, upgrade ducklake, run tests",closed,pdet,2026-01-21T19:11:22Z,2026-01-22T19:22:45Z,2026-01-22T19:22:45Z,2026-01-22T19:22:45Z,False,0,0,[]
duckdb/duckdb,20629,Move implementation of `TransformStringToLogicalType` behind `DBConfig` indirection,closed,Maxxen,2026-01-21T16:16:51Z,2026-01-22T08:20:59Z,2026-01-22T08:20:57Z,2026-01-22T08:20:57Z,False,0,0,[]
duckdb/duckdb,20628,"Bump: httpfs, spatial",open,maiadegraaf,2026-01-21T15:41:53Z,2026-01-26T20:10:19Z,,,False,0,0,"[""CI Failure""]"
duckdb/duckdb,20627,Implement `MERGE INTO` for PEG Transformer [For v1.5-variegata],closed,Dtenwolde,2026-01-21T14:18:47Z,2026-01-22T08:52:02Z,2026-01-22T08:52:02Z,2026-01-22T08:52:02Z,False,0,0,[]
duckdb/duckdb,20626,Propagate schema and catalog correctly when doing `ALTER ... ADD COLUMN ... DEFAULT <function>`,closed,yan-alex,2026-01-21T13:55:09Z,2026-02-06T11:33:12Z,2026-02-06T11:33:10Z,2026-02-06T11:33:10Z,False,0,0,"[""Ready For Review""]"
duckdb/duckdb,20625,Fix missing extension loader static library,closed,maiadegraaf,2026-01-21T13:06:25Z,2026-01-28T12:40:09Z,2026-01-28T12:35:44Z,,False,0,0,[]
duckdb/duckdb,20624,update azure ref for main,closed,benfleis,2026-01-21T13:05:39Z,2026-01-22T08:29:00Z,2026-01-22T08:29:00Z,2026-01-22T08:28:59Z,False,0,0,[]
duckdb/duckdb,20623,[Parquet] Add VARIANT stats + various fixes for reading/writing stats,closed,Tishj,2026-01-21T12:47:54Z,2026-01-29T13:33:13Z,2026-01-29T13:33:11Z,2026-01-29T13:33:11Z,False,0,0,"[""Ready For Review""]"
duckdb/duckdb,20621,update azure ref for v1.5 (cherry pick of v1.4.4 bump),closed,benfleis,2026-01-21T11:39:29Z,2026-01-21T17:03:08Z,2026-01-21T17:03:05Z,2026-01-21T17:03:05Z,False,0,0,[]
duckdb/duckdb,20620,Fix KeyValueSecretReader init,closed,NiclasHaderer,2026-01-21T10:27:16Z,2026-01-21T17:01:27Z,2026-01-21T17:01:25Z,2026-01-21T17:01:25Z,False,0,0,[]
duckdb/duckdb,20619,"Add support for lazily expanding globs, and adjust `MultiFileList` API",closed,Mytherin,2026-01-21T09:32:01Z,2026-01-21T16:56:16Z,2026-01-21T16:56:16Z,2026-01-21T16:56:16Z,False,0,0,[]
