repo_full_name,pr_number,title,state,user_login,created_at,updated_at,closed_at,merged_at,draft,comments,review_comments,labels
facebook/react,35618,[DevTools] Fix: Trace Updates incorrectly highlights components when filtered parent re-mounts them,open,youaresoyoung,2026-01-23T22:38:30Z,2026-01-24T06:09:33Z,,,False,0,0,"[""CLA Signed""]"
facebook/react,35617,[repo] init claude config,closed,rickhanlonii,2026-01-23T21:58:07Z,2026-01-24T01:16:17Z,2026-01-24T01:16:08Z,2026-01-24T01:16:08Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35616,"Fix typos: occured->occurred, teh->the, accomodate->accommodate",open,bodhisilberling,2026-01-23T19:00:43Z,2026-01-23T19:00:49Z,,,False,0,0,"[""CLA Signed""]"
facebook/react,35615,"[compiler] snap fails if nothing compiled, unless @expectNothingCompiled",closed,josephsavona,2026-01-23T18:32:55Z,2026-01-23T18:38:42Z,2026-01-23T18:38:41Z,2026-01-23T18:38:41Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35614,"[compiler] Collapse CompilerError.{invariant,simpleInvariant}",closed,josephsavona,2026-01-23T18:24:06Z,2026-01-23T19:07:12Z,2026-01-23T19:07:12Z,2026-01-23T19:07:12Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35612,[Flight] Fix stack overflow in `visitAsyncNode` with deep async chains,closed,unstubbable,2026-01-23T15:50:16Z,2026-02-05T15:08:19Z,2026-02-04T18:43:24Z,2026-02-04T18:43:23Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35611,[Flight] Iterative version of visitAsyncNode,open,eps1lon,2026-01-23T14:54:19Z,2026-02-08T16:32:23Z,,,True,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35610,Gitignore local Claude files,closed,eps1lon,2026-01-23T14:51:40Z,2026-01-23T22:04:42Z,2026-01-23T15:30:09Z,2026-01-23T15:30:09Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35609,Fix ReDoS vulnerability in Firefox stack trace parser (#35490),open,aarushdubey,2026-01-23T11:27:52Z,2026-01-23T12:09:16Z,,,False,0,0,"[""CLA Signed""]"
facebook/react,35608,docs(reconciler): document removal of flushSync and migration path,open,whoistausif,2026-01-23T09:21:22Z,2026-01-23T09:21:28Z,,,False,0,0,[]
facebook/react,35607,[compiler][wip] Support `finally` clauses,open,josephsavona,2026-01-23T00:59:48Z,2026-01-23T19:08:03Z,,,False,0,0,"[""CLA Signed"", ""React Core Team""]"
golang/go,77293,crypto/tls: add identity freshness on server resumption,open,rbqvq,2026-01-23T21:08:38Z,2026-01-24T08:12:43Z,,,False,0,0,[]
apache/spark,53942,[SPARK-55158][PYTHON][TESTS] Make the test acknowledge of new string data type,closed,gaogaotiantian,2026-01-23T23:11:17Z,2026-01-27T00:58:47Z,2026-01-27T00:58:28Z,,False,0,0,"[""PYTHON"", ""PANDAS API ON SPARK""]"
apache/spark,53941,[SPARK-55155][SQL] Support foldable expressions in `SET CATALOG` statement,closed,tangrizzly,2026-01-23T22:24:42Z,2026-01-28T23:18:12Z,2026-01-28T23:18:12Z,,False,0,0,"[""SQL""]"
apache/spark,53940,[SPARK-53807][CORE][FOLLOWUP] Fix a race condition issue between `unlock` and `releaseAllLocksForTask` for write lock in `BlockInfoManager`,closed,sarutak,2026-01-23T21:57:46Z,2026-01-26T05:27:03Z,2026-01-26T05:25:24Z,,False,0,0,"[""CORE""]"
apache/spark,53939,[SPARK-54942][PYTHON][TESTS][FOLLOWUP] Add tests for pa.Array.cast of nested/container types,closed,Yicong-Huang,2026-01-23T20:41:07Z,2026-01-23T23:34:31Z,2026-01-23T23:34:16Z,,False,0,0,"[""CORE"", ""PYTHON""]"
apache/spark,53938,[SPARK-55154][PS] Remove fastpath to pd.Series for pandas 3,closed,gaogaotiantian,2026-01-23T19:36:45Z,2026-01-26T18:53:33Z,2026-01-26T01:49:06Z,,False,0,0,"[""PYTHON"", ""PANDAS API ON SPARK""]"
apache/spark,53937,[SPARK-54942][PYTHON][TESTS][FOLLOWUP] Fix PyArrow < 21 compatibility for float16 array creation in tests,closed,Yicong-Huang,2026-01-23T19:22:44Z,2026-01-26T01:43:18Z,2026-01-26T01:43:04Z,,False,0,0,"[""CORE"", ""PYTHON""]"
apache/spark,53936,[SPARK-55151] Fix RocksDBSuite testWithStateStoreCheckpointIds,closed,zifeif2,2026-01-23T18:28:12Z,2026-01-27T00:07:01Z,2026-01-27T00:07:01Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING""]"
apache/spark,53935,[SPARK-55150][CONNECT][SQL] Improve observation error handling,closed,heyihong,2026-01-23T14:23:37Z,2026-02-02T22:12:18Z,2026-01-29T02:40:49Z,,False,0,0,"[""SQL"", ""CONNECT""]"
apache/spark,53934,[SPARK-55021][CORE][TESTS][FOLLOWUP] Move timezone/locale initialization to constructor in SparkTestSuite,closed,cloud-fan,2026-01-23T12:46:57Z,2026-01-26T02:58:49Z,2026-01-26T02:39:00Z,,False,0,0,"[""CORE""]"
